EscherichiaphagephAPEC8	Enterobacteriaphagephi92	77.387	6337	1275	129	30730	36983	58526	64787	0.0	3618
EscherichiaphagephiV10	SalmonellaphageSPC32H	82.659	3483	572	28	16847	20313	24780	28246	0.0	3057
EscherichiaphagevBEcoM-VpaE1	SalmonellaphageMushroom	96.758	9933	319	1	1	9933	54118	44189	0.0	16556
EscherichiaphagevBEcoMECO1230-10	EscherichiaphagevBEcoM-ep3	95.782	3343	137	4	1	3341	18477	15137	0.0	5389
EscherichiaphagevBEcoMFFH2	EnterobacteriaphagevBEcoM-FV3	93.944	20426	1218	10	1	20423	73530	93939	0.0	30849
EscherichiaphagevBEcoMJS09	EscherichiacoliO157typingphage6	97.639	18041	423	1	455	18495	103424	85387	0.0	30952
EscherichiaphagevBEcoPG7C	EscherichiaphagevBEcoPPhAPEC5	92.898	704	50	0	1	704	37822	38525	0.0	1024
EscherichiaphagevBEcoSFFH1	SalmonellaphageSpc35	96.916	14298	438	3	1	14296	64990	79286	0.0	23957
GordoniaphageGRU1	GordoniaphageGTE5	94.116	11319	649	12	3105	14416	5331	16639	0.0	17197
GordoniaphageGordDuk1	GordoniaphageGordTnk2	96.147	7448	244	23	2373	9800	57523	64947	0.0	12124
HelicobacterphageKHP30	Helicobacterphage1961P	91.309	4384	324	22	6771	11111	16855	21224	0.0	5932
HelicobacterphagephiHP33	Helicobacterphage1961P	79.731	1712	312	26	2852	4549	22741	24431	0.0	1206
KlebsiellaphageKP15	KlebsiellaphageKP27	99.092	41535	354	12	1	41520	91735	133261	0.0	74590
LactobacillusphageATCC8014-B2	LactobacillusphageLP65	86.139	101	13	1	905	1004	5250	5150	1.61e-21	108
LactobacillusphageLL-H	LactobacillusphagephiJB	88.803	259	23	5	79	333	11299	11555	1.58e-83	313
LactobacillusphageLLKu	LactobacillusphagephiLdb	84.219	1223	171	15	199	1403	25994	27212	0.0	1170
LactobacillusphageLc-Nu	LactobacillusphageJ-1	96.737	429	14	0	873	1301	19030	19458	0.0	715
LactobacillusphageLd17	Lactobacillusphagec5	95.091	3443	158	7	1	3439	12856	16291	0.0	5411
LactobacillusphageLd25A	LactobacillusphagephiLdb	91.088	662	59	0	813	1474	17024	17685	0.0	896
LactobacillusphageLd3	LactobacillusphagephiLdb	88.748	3875	404	14	3827	7675	20212	24080	0.0	4711
LactobacillusphagePL-1	LactobacillusphageJ-1	100.000	12339	0	0	4548	16886	25418	37756	0.0	22786
LactobacillusphageSha1	LactobacillusphageLP65	85.225	467	67	2	4472	4937	74957	74492	2.34e-133	479
LactococcusPhageASCC273	LactococcusPhageASCC287	99.874	17452	21	1	1	17452	14684	32134	0.0	32105
LactococcusPhageASCC310	LactococcusPhageASCC356	99.940	16775	9	1	1	16775	15572	32345	0.0	30921
LactococcusPhageASCC324	LactococcusPhageASCC368	99.950	12118	5	1	1	12117	9135	21252	0.0	22343
LactococcusPhageASCC337	LactococcusPhageASCC395	100.000	2314	0	0	1	2314	12517	14830	0.0	4274
LactococcusPhageASCC358	LactococcusPhageASCC281	99.899	4937	4	1	1	4937	26470	31405	0.0	9088
LactococcusPhageASCC365	LactococcusPhageASCC281	99.980	15037	1	2	1	15036	11674	26709	0.0	27750
LactococcusPhageASCC397	LactococcusPhageASCC287	99.950	2012	0	1	1	2012	22566	24576	0.0	3709
LactococcusPhageASCC454	LactococcusPhageASCC287	99.974	7665	0	2	1	7665	19601	27263	0.0	14142
LactococcusPhageASCC460	LactococcusPhageASCC506	99.983	18004	1	2	1	18004	11118	29119	0.0	33229
LactococcusPhageASCC473	LactococcusPhageASCC465	99.987	7421	0	1	1	7420	15306	22726	0.0	13697
LactococcusPhageASCC476	LactococcusPhageASCC191	100.000	723	0	0	1	723	31477	32199	0.0	1336
LactococcusPhageASCC489	LactococcusPhageASCC287	99.670	909	3	0	1	909	27192	28100	0.0	1663
LactococcusPhageASCC497	LactococcusPhageASCC465	99.984	6075	0	1	1	6075	24632	30705	0.0	11212
LactococcusPhageASCC502	LactococcusPhageASCC287	100.000	2274	0	0	1	2274	23186	25459	0.0	4200
LactococcusPhageASCC527	LactococcusPhageASCC287	100.000	413	0	0	1	413	31128	31540	0.0	763
LactococcusPhageASCC544	LactococcusPhageASCC287	100.000	2296	0	0	1	2296	23858	26153	0.0	4241
Lactococcusphage1706	Lactococcusphageul36.t1	90.617	1119	104	1	16942	18060	32818	33935	0.0	1483
Lactococcusphage712	LactococcusphageCaseusJM1	86.749	2830	324	41	4565	7367	22232	25037	0.0	3101
Lactococcusphage936	Lactococcusphagephi15	91.560	1019	80	5	149	1164	20006	21021	0.0	1400
Lactococcusphage949	LactococcusphageCaseusJM1	93.501	1831	117	2	4527	6356	20758	18929	0.0	2721
LactococcusphageBK5-T	LactococcusPhageASCC281	92.657	286	21	0	1	286	22652	22367	7.00e-114	412
LactococcusphageBM13	Lactococcusphageul36.k1	97.444	978	24	1	5747	6723	10668	11645	0.0	1666
LactococcusphageCB13	LactococcuslactisphageP475	93.560	1646	93	11	1	1641	28641	30278	0.0	2440
LactococcusphageCB14	LactococcusPhageASCC287	94.616	7559	392	7	1	7555	50	7597	0.0	11690
LactococcusphageCB19	LactococcusPhageASCC287	88.129	9081	980	55	1	9013	11690	20740	0.0	10707
LactococcusphageCB20	LactococcusPhageASCC287	87.304	6183	697	45	3	6123	12843	18999	0.0	6988
LactococcusphageP092	LactococcusphageP078	96.637	7969	268	0	9938	17906	31660	39628	0.0	13232
LactococcusphageP118	LactococcusphageP078	97.301	5150	132	7	1	5148	18874	24018	0.0	8733
LactococcusphageP335	LactococcusphageTuc2009	93.007	1287	68	8	1	1287	17614	18878	0.0	1858
LactococcusphageP680	LactococcuslactisphageP475	94.397	696	38	1	1	695	29869	30564	0.0	1068
LactococcusphageQ33	Lactococcusphageul36.t1	98.921	278	3	0	1	278	7304	7581	2.28e-140	497
LactococcusphageSK1833	LactococcusphageSK1	99.989	17768	2	0	1	17768	539	18306	0.0	32801
LactococcusphageWRP3	LactococcusphageCaseusJM1	88.332	1817	209	3	16273	18088	20758	18944	0.0	2178
LactococcusphagebIL285	Lactococcusphageul36.k1	95.322	1817	81	4	9126	10940	31171	32985	0.0	2881
Lactococcusphagejm2	LactococcusphageSK1	93.443	1220	77	3	776	1994	16027	17244	0.0	1807
Lactococcusphagejm3	Lactococcusphagejj50	95.863	846	35	0	1	846	25442	26287	0.0	1369
Lactococcusphagephi7	LactococcuslactisphageP475	89.019	3078	309	22	489	3557	24304	27361	0.0	3784
Lactococcusphagephi93	Lactococcusphagephi145	100.000	1752	0	0	2410	4161	28486	30237	0.0	3236
LactococcusphagephiL47	LactococcusphagebIL286	89.051	1717	175	10	33968	35681	35858	34152	0.0	2117
Lactococcusphagephismq86	Lactococcusphageul36.t1	100.000	6316	0	0	1	6316	22375	28690	0.0	11664
Lactococcusphager1t	LactococcusphageKSY1	91.457	398	34	0	3228	3625	44376	44773	3.51e-154	547
Lactococcusphageul36.k1t1	Lactococcusphageul36.t1k1	98.847	5465	63	0	1	5465	27389	32853	0.0	9744
LelliottiaphagephD2B	ErwiniaphagephiEa100	71.323	945	223	40	7702	8622	8876	9796	4.35e-49	200
LeuconostocphageLmd1	LeuconostocphagephiLN04	98.781	2133	26	0	1	2133	17225	19357	0.0	3795
ListeriaphageA006	ListeriaphagevBLmoS293	94.223	779	41	2	4980	5757	30425	31200	0.0	1186
ListeriaphageA500	ListeriaphageLP-030-3	88.778	1203	119	13	494	1689	37167	38360	0.0	1459
ListeriaphageA511	ListeriaphageLP-083-2	98.314	37071	592	6	1	37059	48556	85605	0.0	64964
ListeriaphageLMTA-94	ListeriaphageLP-083-2	97.312	48065	1229	32	1	48042	83919	35895	0.0	81543
ListeriaphageLP-048	ListeriaphageList-36	97.390	30270	742	14	1	30252	50465	20226	0.0	51478
ListeriaphageLP-064	ListeriaphagevBLmoMAG20	98.713	5129	66	0	1	5129	62753	67881	0.0	9106
ListeriaphageLP-101	ListeriaphagePSA	88.382	2367	265	7	5537	7896	21025	23388	0.0	2839
ListeriaphageLP-125	ListeriaphageLP-083-2	99.362	941	6	0	1	941	122380	123320	0.0	1705
ListeriaphageP100	ListeriaphageLP-083-2	98.789	49545	556	14	1	49533	84957	134469	0.0	88128
ListeriaphagevBLmoS188	ListeriaphagevBLmoS293	96.444	2109	73	2	1	2108	18809	20916	0.0	3478
MannheimiaphagephiMhaA1-PHL101	MannheimiaphagevBMhM1152AP	100.000	3024	0	0	2943	5966	18534	21557	0.0	5585
MicrocystisaeruginosaphageMa-LMM01	MicrocystisphageMaMV-DC	98.487	18307	262	1	1	18307	81190	99481	0.0	32258
MycobacteriumphageAcadian	MycobacteriumphageReprobate	86.471	11612	1363	165	861	12356	41004	52523	0.0	12549
MycobacteriumphageAdawi	MycobacteriumphageBane2	87.291	716	67	16	172	868	40043	40753	0.0	797
MycobacteriumphageAdjutor	MycobacteriumphageButterscotch	99.608	23993	86	4	1	23989	7995	31983	0.0	43779
MycobacteriumphageAdzzy	MycobacteriumphageOdin	93.333	3720	228	16	1	3710	17512	21221	0.0	5478
MycobacteriumphageAkoma	MycobacteriumphageAudrey	99.028	3602	32	3	2590	6189	64531	68131	0.0	6455
MycobacteriumphageAlsfro	MycobacteriumphageAeneas	95.643	22287	872	66	6133	28346	6353	28613	0.0	35685
MycobacteriumphageAnnaL29	MycobacteriumphageRedRock	93.812	11151	534	115	3430	14490	29072	40156	0.0	16626
MycobacteriumphageAnubis	MycobacteriumphageMarQuardt	99.770	11305	25	1	1	11305	18109	29412	0.0	20731
MycobacteriumphageArbiter	MycobacteriumphageHedgerow	99.654	15042	49	1	1	15039	34484	49525	0.0	27486
MycobacteriumphageArdmore	MycobacteriumphageCaptainTrips	95.813	3415	104	20	1	3411	32215	35594	0.0	5478
MycobacteriumphageAres	MycobacteriumphageRosebush	98.963	31915	248	32	11310	43188	34780	66647	0.0	57025
MycobacteriumphageAriel	MycobacteriumphageMiaZeal	99.122	7059	62	0	1	7059	57787	64845	0.0	12693
MycobacteriumphageArturo	MycobacteriumphageFlux	95.929	5232	173	28	1	5219	40336	45540	0.0	8445
MycobacteriumphageAthena	MycobacteriumphageAudrey	99.863	1460	2	0	1	1460	9510	10969	0.0	2686
MycobacteriumphageAva3	MycobacteriumphageWillis	99.978	4616	0	1	1	4616	130397	135011	0.0	8517
MycobacteriumphageAvrafan	MycobacteriumphageAngel	100.000	65	0	0	1	65	41236	41300	9.76e-28	121
MycobacteriumphageBBPiebs31	MycobacteriumphageAlvin	95.610	13964	547	40	1	13935	14932	28858	0.0	22330
MycobacteriumphageBTCU-1	MycobacteriumphageHelDan	91.426	4980	379	30	4924	9892	28949	33891	0.0	6787
MycobacteriumphageBane1	MycobacteriumphageBane2	99.922	26755	15	3	1	26753	39847	66597	0.0	49286
MycobacteriumphageBarnyard	MycobacteriumphageBabsiella	74.874	199	46	4	4315	4511	13742	13938	8.08e-15	87.9
MycobacteriumphageBask21	MycobacteriumphageKostya	96.450	7211	218	32	1	7198	64408	71593	0.0	11863
MycobacteriumphageBernal13	MycobacteriumphagePixie	74.406	1094	205	59	8498	9552	25314	26371	5.11e-109	399
MycobacteriumphageBernardo	MycobacteriumphagePipefish	98.526	10925	156	4	21656	32579	38294	49214	0.0	19278
MycobacteriumphageBethlehem	MycobacteriumphageThor	97.220	10577	276	14	2	10563	18157	28730	0.0	17887
MycobacteriumphageBillKnuckles	MycobacteriumphageNepal	98.377	7271	118	0	1	7271	22364	29634	0.0	12774
MycobacteriumphageBlue7	MycobacteriumphageHammer	98.603	14527	182	14	1	14509	9737	24260	0.0	25682
MycobacteriumphageBongo	MycobacteriumphageRey	84.642	866	120	9	3313	4171	51877	52736	0.0	850
MycobacteriumphageBreeniome	MycobacteriumphageShrimp	99.501	30639	135	8	36012	66646	105550	136174	0.0	55716
MycobacteriumphageBruin	MycobacteriumphageMosby	98.000	2100	39	1	351	2450	71550	73646	0.0	3642
MycobacteriumphageBrujita	Mycobacteriumphageisland3	100.000	4820	0	0	1	4820	32705	37524	0.0	8901
MycobacteriumphageBxz1	MycobacteriumphagePio	99.553	7608	34	0	1	7608	51313	58920	0.0	13862
MycobacteriumphageCASbig	MycobacteriumphageAlvin	98.451	1291	20	0	2097	3387	39581	38291	0.0	2274
MycobacteriumphageCali	MycobacteriumphagePleione	99.321	19143	126	3	1	19139	121879	141021	0.0	34627
MycobacteriumphageCarcharodon	MycobacteriumphageCharlie	99.003	1404	12	2	5240	6642	38294	39696	0.0	2514
MycobacteriumphageChah	MycobacteriumphageScoot17C	99.832	5371	5	3	1	5369	15454	20822	0.0	9865
MycobacteriumphageChe12	MycobacteriumphageOdin	92.702	7509	524	17	8	7507	13729	21222	0.0	10809
MycobacteriumphageChe9c	Mycobacteriumphageisland3	88.526	3678	387	24	23058	26708	39653	43322	0.0	4421
MycobacteriumphageChe9d	MycobacteriumphageAvani	97.278	6466	161	12	4173	10631	22736	29193	0.0	10951
MycobacteriumphageCheetobro	MycobacteriumphageZoeJ	76.320	1174	216	53	3411	4555	27655	28795	4.65e-161	571
MycobacteriumphageChy5	MycobacteriumphageChy4	100.000	653	0	0	1	653	37066	37718	0.0	1206
MycobacteriumphageCjw1	MycobacteriumphageNala	99.396	3477	21	0	1	3477	70394	73870	0.0	6305
MycobacteriumphageCloudWang3	MycobacteriumphageArtemis2UCLA	99.238	6561	46	4	6040	12598	38060	44618	0.0	11836
MycobacteriumphageContagion	MycobacteriumphageMosby	99.996	22826	1	0	1	22826	21834	44659	0.0	42147
MycobacteriumphageCooper	MycobacteriumphageStinger	90.435	12222	1019	98	25	12179	33967	46105	0.0	15956
MycobacteriumphageCourthouse	MycobacteriumphageMiaZeal	99.665	5081	15	2	4333	9412	49044	54123	0.0	9287
MycobacteriumphageCrimD	MycobacteriumphageBarrelRoll	93.532	6895	422	21	1	6882	23810	30693	0.0	10240
MycobacteriumphageDD5	MycobacteriumphageSkiPole	96.882	8466	254	10	1336	9796	4871	13331	0.0	14163
MycobacteriumphageDNAIII	MycobacteriumphageAngel	100.000	1083	0	0	1	1083	36943	38025	0.0	2001
MycobacteriumphageDS6A	MycobacteriumphageValidus	76.552	1160	208	50	3810	4943	55799	56920	1.56e-162	577
MycobacteriumphageDori	MycobacteriumphageSparky	92.500	1200	79	8	23140	24329	25276	26474	0.0	1707
MycobacteriumphageDorothy	MycobacteriumphageDaenerys	99.220	4229	29	4	1	4228	53731	57956	0.0	7624
MycobacteriumphageDotProduct	MycobacteriumphageDLane	95.699	8114	305	17	1	8099	11049	19133	0.0	13010
MycobacteriumphageDrDrey	MycobacteriumphageMosby	98.948	15974	144	18	1	15959	37976	53940	0.0	28546
MycobacteriumphageDylan	MycobacteriumphageFirecracker	99.090	8903	75	4	11390	20290	54920	63818	0.0	15987
MycobacteriumphageET08	MycobacteriumphagePleione	99.153	43895	339	19	12751	56619	46739	90626	0.0	78967
MycobacteriumphageEagle	MycobacteriumphageBellusTerra	99.615	2339	9	0	1	2339	32547	34885	0.0	4270
MycobacteriumphageEdtherson	MycobacteriumphageLesedi	96.966	3065	87	4	1	3064	27565	30624	0.0	5140
MycobacteriumphageElph10	MycobacteriumphageLilac	98.737	19244	220	16	7208	26445	34572	53798	0.0	34169
MycobacteriumphageEquemioh13	MycobacteriumphageSweetiePie	84.668	3385	428	72	1	3326	42345	45697	0.0	3291
MycobacteriumphageEremos	MycobacteriumphageSigman	97.115	7278	148	16	1	7236	53006	60263	0.0	12220
MycobacteriumphageEricB	MycobacteriumphageVohminGhazi	99.938	14560	9	0	1	14560	30985	45544	0.0	26838
MycobacteriumphageEureka	MycobacteriumphageKostya	99.442	1970	11	0	1	1970	60090	62059	0.0	3578
MycobacteriumphageFang	MycobacteriumphageSwish	98.703	6169	70	6	3	6163	45894	52060	0.0	10940
MycobacteriumphageFarber	MycobacteriumphageMarQuardt	98.980	7942	81	0	1	7942	37658	45599	0.0	14218
MycobacteriumphageFezzik	MycobacteriumphageFaith1	79.068	1051	189	27	965	1999	27730	28765	0.0	693
MycobacteriumphageFirst	MycobacteriumphageEchild	90.407	13958	1186	111	761	14659	4611	18474	0.0	18216
MycobacteriumphageFluffyNinja	MycobacteriumphageScoot17C	99.451	49204	237	6	1	49200	2376	51550	0.0	89336
MycobacteriumphageGUmbie	MycobacteriumphageDaenerys	99.192	1238	10	0	1188	2425	52378	53615	0.0	2231
MycobacteriumphageGadjet	MycobacteriumphageAudrey	97.819	36682	719	60	1	36647	8234	44869	0.0	63232
MycobacteriumphageGadost	MycobacteriumphageMeeZee	99.363	7383	45	2	1	7382	41128	48509	0.0	13372
MycobacteriumphageGoku	MycobacteriumphageNala	86.154	845	88	25	92	911	74299	75139	0.0	885
MycobacteriumphageGomashi	MycobacteriumphageBPs	100.000	4181	0	0	1	4181	16493	20673	0.0	7721
MycobacteriumphageGoose	MycobacteriumphageSeverus	85.953	2449	274	47	1	2403	41498	43922	0.0	2553
MycobacteriumphageGraduation	MycobacteriumphageEuphoria	97.438	15572	375	22	1	15558	5309	20870	0.0	26524
MycobacteriumphageGuo1	MycobacteriumphageBo4	99.823	12454	20	2	1	12453	12817	25269	0.0	22875
MycobacteriumphageGyarad	MycobacteriumphageSoto	98.907	42435	409	23	1	42417	11522	53919	0.0	75741
MycobacteriumphageHamSlice	MycobacteriumphageSabertooth	99.637	6342	23	0	1	6342	10585	16926	0.0	11585
MycobacteriumphageHenry	MycobacteriumphageKostya	99.200	6876	55	0	744	7619	61424	68299	0.0	12393
MycobacteriumphageHertubise	MycobacteriumphageHarvey	98.931	10292	81	5	2182	12473	57302	67564	0.0	18369
MycobacteriumphageHope	MycobacteriumphageAngel	100.000	3561	0	0	1	3561	32796	36356	0.0	6577
MycobacteriumphageHufflyPuff	Mycobacteriumphage244	99.512	2871	13	1	2	2871	55503	58373	0.0	5223
MycobacteriumphageICleared	MycobacteriumphageMeeZee	97.646	16142	320	33	1	16133	32743	48833	0.0	27649
MycobacteriumphageJAMaL	MycobacteriumphageBane2	94.483	34404	1661	166	13389	47684	17335	51609	0.0	52798
MycobacteriumphageJabbawokkie	MycobacteriumphageAvani	87.840	3939	397	53	1218	5125	37876	41763	0.0	4545
MycobacteriumphageJacAttac	MycobacteriumphageAlex	100.000	143	0	0	1	143	23463	23605	1.19e-70	265
MycobacteriumphageJasper	MycobacteriumphageDreamboat	99.809	26169	50	0	1	26169	22675	48843	0.0	48049
MycobacteriumphageJob42	MycobacteriumphageDaenerys	96.809	7834	217	28	4897	12714	26924	34740	0.0	13051
MycobacteriumphageJobu08	MycobacteriumphageMarQuardt	96.204	3978	134	14	1	3967	41876	45847	0.0	6493
MycobacteriumphageJovo	MycobacteriumphageTiger	99.991	11220	1	0	1	11220	29737	40956	0.0	20714
MycobacteriumphageKBG	MycobacteriumphageLesedi	95.815	24851	918	68	1509	26276	4427	29238	0.0	40018
MycobacteriumphageKSSJEB	MycobacteriumphageSeabiscuit	96.559	2238	61	13	1	2233	35897	38123	0.0	3692
MycobacteriumphageKamiyu	MycobacteriumphageChandler	99.391	1969	12	0	1	1969	24712	26680	0.0	3570
MycobacteriumphageKampy	MycobacteriumphageBellusTerra	98.571	20300	237	30	1	20254	24483	44775	0.0	35831
MycobacteriumphageKayaCho	MycobacteriumphageHosp	91.992	16495	1157	120	1	16414	25343	41754	0.0	22991
MycobacteriumphageKingVeveve	MycobacteriumphageSoto	99.771	3486	8	0	1	3486	29639	33124	0.0	6394
MycobacteriumphageKratio	MycobacteriumphagePixie	76.422	1213	233	46	5196	6383	25265	26449	2.23e-171	606
MycobacteriumphageKugel	MycobacteriumphageAbrogate	100.000	38	0	0	1	38	52485	52522	3.94e-13	71.3
MycobacteriumphageLRRHood	MycobacteriumphagePio	98.909	4768	48	3	4344	9111	32734	37497	0.0	8514
MycobacteriumphageLamina13	MycobacteriumphageJC27	97.693	3164	73	0	535	3698	35061	38224	0.0	5439
MycobacteriumphageLarenn	MycobacteriumphageSweetiePie	87.206	2759	292	41	8388	11119	48948	51672	0.0	3083
MycobacteriumphageLarva	MycobacteriumphageValidus	82.779	691	107	11	4504	5189	31484	32167	1.02e-171	606
MycobacteriumphageLasso	MycobacteriumphagePuhltonio	99.417	31930	169	8	1	31925	27892	59809	0.0	57917
MycobacteriumphageLeo	MycobacteriumphageBo4	100.000	513	0	0	1	513	8167	7655	0.0	948
MycobacteriumphageLinStu	MycobacteriumphageDandelion	98.535	273	4	0	1	273	11651	11923	6.26e-136	483
MycobacteriumphageLittleCherry	MycobacteriumphageCuco	98.308	3251	55	0	1	3251	1583	4833	0.0	5699
MycobacteriumphageLockley	MycobacteriumphageSeabiscuit	97.842	417	9	0	6	422	38052	38468	0.0	721
MycobacteriumphageMalithi	MycobacteriumphageDonovan	97.822	3536	69	8	1	3532	30216	33747	0.0	6096
MycobacteriumphageMarcell	MycobacteriumphageHanShotFirst	97.820	3854	81	1	5367	9220	43826	47676	0.0	6649
MycobacteriumphageMelvin	MycobacteriumphageBellusTerra	100.000	61	0	0	1	61	41064	41124	1.48e-25	113
MycobacteriumphageMethuselah	MycobacteriumphageBxz2	100.000	36	0	0	1	36	50806	50841	4.50e-12	67.6
MycobacteriumphageMichelleMyBell	MycobacteriumphageCharlie	97.149	1754	50	0	1	1754	26218	27971	0.0	2963
MycobacteriumphageMilly	MycobacteriumphageZoeJ	91.183	930	58	12	1	930	12077	12982	0.0	1242
MycobacteriumphageMoMoMixon	MycobacteriumphageShrimp	99.400	44693	261	5	44095	88785	46729	91416	0.0	81041
MycobacteriumphageMorgushi	MycobacteriumphagePuhltonio	99.172	52205	375	20	3961	56141	9228	61399	0.0	93958
MycobacteriumphageMozy	MycobacteriumphageDeadP	91.709	4378	321	31	3009	7367	40915	45269	0.0	6035
MycobacteriumphageMuddy	MycobacteriumphagevBMapSFF47	97.435	11815	292	6	3506	15318	28231	40036	0.0	20129
MycobacteriumphageMuseum	MycobacteriumphageMrGordo	95.601	3410	140	9	1	3405	27192	30596	0.0	5457
MycobacteriumphageMutaforma13	MycobacteriumphageBobi	94.920	6949	311	26	1	6920	20137	27072	0.0	10839
MycobacteriumphageMyrna	MycobacteriumphagePleione	76.354	1163	217	48	6434	7570	114112	115242	2.05e-160	571
MycobacteriumphageNappy	MycobacteriumphageShrimp	99.534	30280	137	4	1	30279	61274	91550	0.0	55132
MycobacteriumphageNigel	MycobacteriumphageStinger	85.188	2444	280	59	1	2404	61685	64086	0.0	2433
MycobacteriumphageNova	MycobacteriumphagePLot	98.368	17153	253	13	1	17142	25499	42635	0.0	30099
MycobacteriumphageOSmaximus	MycobacteriumphageNacho	98.488	14215	208	6	1	14211	38532	52743	0.0	25052
MycobacteriumphageOaker	MycobacteriumphageKonstantine	98.237	1475	26	0	1	1475	44171	45645	0.0	2580
MycobacteriumphageOmega	MycobacteriumphageLittleE	97.757	10743	224	12	21385	32117	51267	62002	0.0	18487
MycobacteriumphageOptimus	MycobacteriumphageBaka	99.808	9375	18	0	9779	19153	89452	98826	0.0	17213
MycobacteriumphageOrion	MycobacteriumphageScoot17C	99.878	18047	19	3	1	18044	48833	66879	0.0	33202
MycobacteriumphagePBI1	MycobacteriumphageButterscotch	100.000	576	0	0	1	576	63618	64193	0.0	1064
MycobacteriumphagePacc40	MycobacteriumphageDaenerys	97.872	13813	261	19	5023	18811	12530	26333	0.0	23848
MycobacteriumphagePatience	MycobacteriumphageHedgerow	80.894	1476	278	4	24251	25724	31286	32759	0.0	1160
MycobacteriumphagePattyP	MycobacteriumphageLesedi	97.754	12111	267	5	1	12108	12457	24565	0.0	20853
MycobacteriumphagePeaches	MycobacteriumphageSabertooth	98.992	33125	317	14	1	33115	3614	36731	0.0	59304
MycobacteriumphagePhaedrus	MycobacteriumphageChandler	98.518	10054	127	11	8823	18859	52429	62477	0.0	17721
MycobacteriumphagePhantastic	MycobacteriumphageHelDan	90.495	14034	1161	114	1	13936	31356	45314	0.0	18366
MycobacteriumphagePhatBacter	MycobacteriumphageNala	99.432	20429	98	11	9315	29734	35297	55716	0.0	37067
MycobacteriumphagePhelemich	MycobacteriumphageReprobate	99.823	12444	22	0	1	12444	57258	69701	0.0	22858
MycobacteriumphagePhlyer	MycobacteriumphageHeathcliff	98.234	37207	618	35	1	37190	13798	50982	0.0	65032
MycobacteriumphagePhoxy	MycobacteriumphageBxz2	99.179	6576	54	0	1	6576	35438	42013	0.0	11845
MycobacteriumphagePhrostyMug	MycobacteriumphageNepal	99.473	2089	11	0	1	2089	19822	21910	0.0	3797
MycobacteriumphagePiglet	MycobacteriumphageAlex	100.000	3044	0	0	1	3044	44493	47536	0.0	5622
MycobacteriumphagePipsqueak	MycobacteriumphageNumberten	99.856	4166	6	0	1	4166	33748	37913	0.0	7661
MycobacteriumphagePorky	MycobacteriumphageNala	99.222	7968	60	2	67	8033	11868	19834	0.0	14369
MycobacteriumphagePumpkin	MycobacteriumphageMosby	99.197	18925	129	14	15874	34787	34864	53776	0.0	34084
MycobacteriumphageQuink	MycobacteriumphagePhrux	99.579	10914	46	0	4227	15140	51799	62712	0.0	19900
MycobacteriumphageQuinnKiro	MycobacteriumphageBxz2	84.369	3877	524	63	2043	5884	4243	8072	0.0	3727
MycobacteriumphageQyrzula	MycobacteriumphageRosebush	99.110	6401	47	2	4	6404	56954	63344	0.0	11496
MycobacteriumphageRakim	MycobacteriumphageKostya	96.961	7074	177	18	14151	21216	66873	73916	0.0	11838
MycobacteriumphageRebeuca	MycobacteriumphageSeverus	86.383	8460	962	146	8320	16667	38954	47335	0.0	9066
MycobacteriumphageRedi	MycobacteriumphageButters	83.371	2231	331	31	3518	5732	28529	30735	0.0	2028
MycobacteriumphageRidgeCB	MycobacteriumphageNepal	98.364	10940	174	4	1946	12882	13152	24089	0.0	19206
MycobacteriumphageRonRayGun	MycobacteriumphageBabsiella	99.774	442	1	0	28965	29406	44109	43668	0.0	811
MycobacteriumphageRumpelstiltskin	MycobacteriumphageCrossroads	91.462	773	52	9	1	772	57323	58082	0.0	1050
MycobacteriumphageSDcharge11	MycobacteriumphageIsaacEli	98.775	1469	18	0	1	1469	66631	68099	0.0	2614
MycobacteriumphageSWU1	MycobacteriumphageL5	99.393	5107	30	1	1	5106	45700	50806	0.0	9258
MycobacteriumphageSarfire	MycobacteriumphageThor	99.975	23929	6	0	1	23929	4452	28380	0.0	44156
MycobacteriumphageSargentShorty9	MycobacteriumphageNepal	99.757	3292	8	0	1	3292	27456	30747	0.0	6035
MycobacteriumphageScottMcG	MycobacteriumphageCatera	99.565	37660	136	22	4726	42376	11366	49006	0.0	68611
MycobacteriumphageSebata	MycobacteriumphageDandelion	99.215	34279	245	11	439	34697	43855	78129	0.0	61790
MycobacteriumphageSerendipity	MycobacteriumphageScoot17C	98.457	11215	173	0	1	11215	48818	60032	0.0	19752
MycobacteriumphageShauna1	MycobacteriumphageSG4	98.126	1014	19	0	1	1014	46143	47156	0.0	1768
MycobacteriumphageSheen	MycobacteriumphageHINdeR	86.984	945	111	11	1385	2320	39071	40012	0.0	1053
MycobacteriumphageShiVal	MycobacteriumphageEmpTee	99.369	19339	119	1	1	19336	27001	46339	0.0	35033
MycobacteriumphageSirDuracell	MycobacteriumphageKostya	98.922	24872	252	12	1930	26792	3578	28442	0.0	44431
MycobacteriumphageSolon	MycobacteriumphageJC27	95.609	2915	105	12	3016	5924	29671	32568	0.0	4652
MycobacteriumphageSpike509	MycobacteriumphageBxz2	99.286	38402	262	8	1	38393	9360	47758	0.0	69387
MycobacteriumphageSpud	MycobacteriumphagePio	99.985	6832	1	0	1	6832	139813	146644	0.0	12611
MycobacteriumphageSquirty	MycobacteriumphageDaenerys	93.736	1341	80	4	1	1339	48444	49782	0.0	2008
